Id,NeighbourHood,Area,FloorLevel,Rooms,Age,Parking,StoreRoom,Elevator,Balcony,TotalFloors,DocumentType,Equipments,Facade,PricePerMeter,TotalPrice
646,انقلاب خ نجات الهی,127,5,2,30,0,0,1,1,5,شخصي,"کولر,آسانسور,گاز",سنگ,65000000,8255000000
647,شهیدعراقی نرسیده به ك گل نرگس,125,4,2,9,1,1,1,1,6,شخصي,"شوفاژ,کولر,آسانسور,گاز",سنگ,116000000,14500000000
648,فرجام غربی خ عبادی جنوبی,51,5,1,19,0,1,1,0,5,شخصي,"شوفاژ,کولر,آسانسور,گاز",سنگ,76000000,3876000000
649,سوهانك خ شهید سوهانی,108,3,2,30,0,1,0,1,3,شخصي,"کولر,گاز",سنگ,110000000,11880000000
650,نارمك خ سهیلیان,47,-1,1,17,0,1,0,0,4,شخصي,"کولر,پاسیو,پکیج",سنگ,74468000,3500000000
651,میرداماد خ تبریزیان,167,1,3,30,1,0,0,0,2,شخصي,"شوفاژ,کولر",سنگ,300000000,40500000000
652,نارمك خ 46 متری غربی,125,2,3,30,1,1,0,0,2,شخصي,"شوفاژ,کولر,گاز",سنگ,100000000,12500000000
653,بزرگراه ارتش شهرك قائم,140,2,3,20,1,1,1,1,5,تعاوني,"شوفاژ,کولر,آسانسور,مستخدم,گاز",سنگ,96428000,13500000000
654,تهران پارس خ 138 غربی,82,3,2,11,1,1,1,0,5,شخصي,"شوفاژ,کولر,آسانسور,گاز",سنگ,109750000,9000000000
655,پاسداران خ بوستان دوم,93,3,2,12,1,1,1,1,5,شخصي,"شوفاژ,کولر,آسانسور,گاز",ترکیبی,147311000,13700000000
656,بنی هاشم  نرسیده به خ خسروآبادی,130,3,3,0,1,1,1,1,6,شخصي,"کولر,آسانسور,پکیج,گاز",سنگ,107692000,14000000000
658,دركه جنب خانه معلم شمیرانات,139,1,2,4,1,1,1,1,6,شخصي,"کولر,آسانسور,چیلر,گاز",سنگ,130000000,18070000000
659,تهران پارس بلوار پروین خ 182,47,2,1,23,0,1,0,0,3,شخصي,"شوفاژ,کولر,گاز",آجر سه سانت,68080000,3200000000
660,سعادت آباد شهرك مخابرات میدان بهرود,103,1,2,30,1,1,0,0,3,شخصي,"شوفاژ,کولر,گاز",سنگ,245901000,15000000000
661,جشنواره بعد از 4راه سیدالشهدا,124,1,3,0,1,1,1,0,4,شخصي,"کولر,آسانسور,پکیج,گاز",سنگ,100000000,12400000000
662,بلوارمرزداران خ ناهید,105,1,2,11,1,1,1,0,5,شخصي,"شوفاژ,کولر,آسانسور,گاز",سنگ,120000000,12600000000
663,فرشته خ خیام,181,3,3,0,1,1,1,1,10,شخصي,"شوفاژ,کولر,آسانسور,استخر,چیلر,گاز",سنگ,500000000,90500000000
664,تهرانپارس صاحب الزمان,93,5,2,8,1,1,1,0,5,شخصي,"کولر,آسانسور,پکیج,گاز",سنگ,79560000,7400000000
665,شهرك غرب بلوار دریا خ مطهری جنوبی,141,5,3,1,1,1,1,1,5,شخصي,"کولر,آسانسور,گاز",سنگ,195035000,27500000000
666,مفتح شمالی خ اسفندیاری,80,3,2,30,0,0,0,1,4,شخصي,"کولر,گاز",سنگ,68750000,5500000000
667,تهران پارس بزرگراه رسالت,64,5,1,6,1,1,1,1,5,تعاوني,"کولر,آسانسور,پکیج,گاز",سنگ,69530000,4450000000
668,یوسف آباد خ اسد آبادی,87,1,2,21,0,1,1,1,5,شخصي,"شوفاژ,کولر,آسانسور,گاز",سنگ,100000000,8700000000
